idx,w_in,l_in,nf_in,i_bias,rs,cs,rl,cl,vcm_in,tt_ok,tt_pass,tt_first_fail,peaking_db,f_pk_hz,nyquist_boost_db,g_dc_db,g_nyq_db,g_pk_db,g_top_db,vn_in_vrms,gm,gmbs,gds,vth,vds,vdsat,id_a,v_src_dc,v_out_dc,power_w,c0_pass,c1_pass,c2_pass,c0_first_fail,c1_first_fail,c2_first_fail
1010,8.445698356650983e-05,9.994585761827486e-07,4.0,0.004905580623276797,92.93925393996223,1.0710936767778958e-12,378.5993812997822,1.5e-13,1.5306374865672594,1,0,S3_peaking,-4.399999999993298e-05,10000000.0,-1.7100019999999998,5.063178,3.353176,5.063134,-0.5992728,0.0002426149,0.008177985,0.001623698,0.0006422749,0.6512045,0.4931875,0.3843802,0.002452791,0.3781876,0.8713751,0.008830045121898234,0,0,0,S3_peaking,S3_peaking,S3_peaking
1011,4.630599820696539e-05,3.5959539289888484e-07,7.0,0.0009224184631534551,378.8657622921129,2.8920216954283838e-12,132.9602664480042,1.5e-13,1.4657343984416933,1,1,,6.311381000000001,1445440000.0,6.1351320000000005,-9.871736,-3.736604,-3.560355,-9.784989,0.0003267482,0.005277618,0.0008879736,5.75663e-05,0.755776,1.164161,0.1404372,0.0004612093,0.574517,1.738677,0.0016603532336762193,1,1,1,,,
1012,5.4754068776538594e-05,1.5024790247244266e-07,7.0,0.0009750057446120769,654.5356591458872,8.708760836454158e-12,462.28308696794153,1.5e-13,1.4161439980043793,1,0,S3_f_peak,9.836459000000001,457088200.0,7.020847,-1.465122,5.555725,8.371337,-8.888923,0.0001986742,0.007058866,0.0006881552,0.0004175163,0.8052213,0.963259,0.07143155,0.0004875096,0.6113766,1.574636,0.0017550103403017384,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
1013,6.956480999695478e-05,3.822633624554745e-07,2.0,0.00726271489682723,731.2292677901281,8.147025173777915e-13,191.45880836581497,1.5e-13,1.469665704421044,1,0,S3_f_peak,13.24056,2884032000.0,13.167458,-8.754766,4.412692,4.485794,-3.573268,0.0002325765,0.01397056,0.002538542,0.0005255836,0.6851623,0.7279549,0.2512285,0.003631357,0.3767897,1.104745,0.013072886814289014,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
1014,9.743603630282187e-05,9.58245780329072e-07,7.0,0.004628578184931486,78.63657458943506,1.688134402508806e-13,59.02069480278431,1.5e-13,1.2830919408579282,1,0,S3_f_peak,3.281757,19952620000.0,0.23811400000000038,-8.137995,-7.899881,-4.856238,-4.852214,0.0003079709,0.009762593,0.002011127,7.704975e-05,0.6280115,1.427499,0.3340749,0.002314289,0.2359099,1.663409,0.008331440732876675,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
1015,2.697859921935321e-05,2.601475657101878e-07,2.0,0.0013564968579997925,420.2156488887484,4.760608972390478e-13,94.13245864733655,1.5e-13,1.584500056827926,1,0,S3_f_peak,6.178438,4168694000.0,5.666124,-12.98044,-7.314316,-6.802002,-11.42084,0.0004051825,0.005888527,0.0009029079,0.0001428789,0.7597404,1.108334,0.1574511,0.0006782484,0.6278211,1.736155,0.0024416943443996268,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
1016,2.821206132376079e-05,3.748263735065792e-07,7.0,0.002993387089399941,105.99159947867564,3.331426132762169e-13,197.4901372787897,1.5e-13,1.1369483246023475,1,0,S3_peaking,-7.000000000090267e-06,10000000.0,-0.4753860000000001,-1.09578,-1.571166,-1.095787,-9.891997,0.0003040003,0.006398431,0.001314065,9.889687e-05,0.6555009,1.420617,0.2769769,0.001496694,0.08379971,1.504417,0.005388096760919894,0,0,0,S3_peaking,S3_peaking,S3_peaking
1017,4.7923264327929684e-05,1.6014547234542737e-07,2.0,0.002656203686040099,516.5884590048843,1.0766453518722857e-13,415.4632275790103,1.5e-13,1.4360753987781623,1,0,S3_peaking,-3.56000000000245e-05,10000000.0,-1.2281897000000002,0.5687084,-0.6594813,0.5686728,-6.578764,0.0002992006,0.01405915,0.001692139,0.0005972482,0.7782707,0.7392231,0.106173,0.001328102,0.5089994,1.248223,0.004781166634872178,0,0,0,S3_peaking,S3_peaking,S3_peaking
1018,6.081770469473797e-05,1.7104346075331596e-07,7.0,0.007950604855391633,91.64384702077342,3.2505679137218253e-12,208.18821549387926,1.5e-13,1.1785645752275313,1,1,,4.430191000000001,2089296000.0,4.384963000000001,5.389887,9.77485,9.820078,-0.2531619,0.000131771,0.02182597,0.003680137,0.00108,0.7353879,0.798226,0.1754824,0.003975302,0.1741629,0.9723889,0.01431108873970494,1,0,1,,S6_power,
1019,9.229919605792256e-05,7.588286890708526e-07,1.0,0.0005926454197264325,114.73543015278361,1.5784495396520926e-13,192.8633049177627,1.5e-13,1.251197268324017,1,0,S3_peaking,-3.000000000419334e-06,10000000.0,-0.14985300000000024,-4.105453,-4.255306,-4.105456,-5.571521,0.0003764923,0.004163165,0.0007724612,1.974218e-05,0.6675405,1.281166,0.1260172,0.0002963236,0.461684,1.74285,0.0010667617555075784,0,0,0,S3_peaking,S3_peaking,S3_peaking
1020,2.1227594590312118e-05,2.9694765410264576e-07,7.0,0.00395819767973518,134.62009409462823,5.4299615904589795e-12,58.82659100446797,1.5e-13,1.379238536903935,1,1,,3.521987000000001,2089296000.0,3.515511,-12.09538,-8.579869,-8.573393,-11.67846,0.0003355733,0.006492275,0.001242506,0.0001315956,0.6980255,1.493767,0.307045,0.001979099,0.1898093,1.683576,0.007124755823523323,0,1,1,S3_peaking,,
1021,4.587023434850751e-05,8.055434339441693e-07,5.0,0.0029467065603909427,259.75883322553904,4.440142400086e-12,732.3668803638341,1.5e-13,1.1457729516602528,1,0,S3_nyq_boost,3.796894,524807500.0,-0.9238759999999999,6.105812,5.181936,9.902706,-5.075155,0.0002624767,0.005561678,0.001209563,0.0001592383,0.6070731,0.6452432,0.3512793,0.001473353,0.0757216,0.7209649,0.005304071808703697,0,0,0,S3_nyq_boost,S3_nyq_boost,S3_nyq_boost
1022,7.884504256558171e-05,9.558705230219387e-07,2.0,0.0018575182541588568,141.53902979078265,8.431220207462336e-12,71.86404540417612,1.5e-13,1.5787309748003726,1,0,S3_f_peak,9.091089,19952620000.0,3.9031889999999994,-10.97421,-7.071021,-1.883121,-1.878662,0.0003165569,0.00589287,0.001060801,4.236818e-05,0.6914658,1.129883,0.2475305,0.0009287592,0.6033722,1.733256,0.0033435328574859422,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
1023,9.676676010575408e-05,2.094029109560183e-07,3.0,0.0016524507274224775,226.10864328733732,2.3291512105181984e-12,87.59091683395108,1.5e-13,1.296865848517539,1,0,S3_f_peak,7.8887259,2754229000.0,7.875843199999999,-7.570904,0.3049392,0.3178219,-4.894443,0.0001959514,0.01334526,0.001975172,0.0003120268,0.734871,1.256893,0.08541972,0.0008262254,0.4707359,1.727629,0.0029744113093604597,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
1024,4.195722528641376e-05,1.84501849025269e-07,5.0,0.0006476660239708393,893.5320868374253,4.368703795990111e-12,168.23722210330996,1.5e-13,1.5230159207621963,1,0,S3_f_peak,10.918311,912010800.0,10.407837,-12.58136,-2.173523,-1.663049,-11.34635,0.000299476,0.005176779,0.0006824468,0.0001472363,0.8023668,1.083537,0.0871339,0.0003238341,0.6619821,1.745519,0.0011657988431475108,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
1025,4.641606271222316e-05,2.125658983424726e-07,4.0,0.0021417527431399903,135.01462583966313,9.130640653482127e-13,694.6634577548781,1.5e-13,1.3063692640464506,1,0,S3_peaking,-4.000000000026205e-05,10000000.0,-2.3771059999999995,10.71462,8.337514,10.71458,-5.810712,0.0001990635,0.01061434,0.001722889,0.0004128514,0.7399163,0.6622713,0.1389449,0.001070876,0.39383,1.056101,0.0038551549376519825,0,0,0,S3_peaking,S3_peaking,S3_peaking
1026,2.155659779729443e-05,5.712483930493408e-07,2.0,0.0019548171394422986,610.0599561593947,2.4897508139598736e-12,623.7283272437559,1.5e-13,1.2079375677459612,1,0,S3_f_peak,6.083647,602559600.0,2.080712,-0.497019,1.583693,5.586628,-11.83437,0.0003408645,0.003616678,0.0007463169,6.235569e-05,0.6297749,1.070488,0.3212026,0.0009774086,0.1198742,1.190363,0.0035186708509961375,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
1027,3.541076996576808e-05,3.776428675096689e-07,2.0,0.0006298610913611338,147.14306020785205,3.7044131081044375e-13,156.9777955805114,1.5e-13,1.3077292430425862,1,0,S3_peaking,0.13834699999999955,2089296000.0,0.12449400000000033,-6.865811,-6.741317,-6.727464,-12.28411,0.0004343325,0.00389031,0.0006700721,4.636725e-05,0.7061329,1.285794,0.1305895,0.0003149306,0.4647683,1.750562,0.001133749964450041,0,0,0,S3_peaking,S3_peaking,S3_peaking
1028,9.308505415677879e-05,5.840593415819565e-07,6.0,0.0011983605745275385,287.61394434296085,1.5614181403830864e-13,522.0504522555931,1.5e-13,1.5099442620877257,1,0,S3_peaking,-0.0001340000000000785,10000000.0,-4.046950000000001,4.263708,0.216758,4.263574,-6.333849,0.0003483016,0.00684433,0.001151029,5.595439e-05,0.724676,0.8521206,0.1503837,0.0005991876,0.6350771,1.487198,0.0021570490341495693,0,0,0,S3_peaking,S3_peaking,S3_peaking
1029,6.791299993544732e-05,6.366252548294471e-07,5.0,0.0033504133929865764,150.36361416586638,7.490389595904431e-13,75.55119313267916,1.5e-13,1.249057091788789,1,0,S3_f_peak,3.5577629999999996,8317638000.0,2.609425,-8.740067,-6.130642,-5.182304,-5.370326,0.0003130316,0.008670488,0.001705159,7.760352e-05,0.6502946,1.412841,0.26548,0.001675207,0.2605943,1.673435,0.006030744107375838,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
1030,6.465598138800225e-05,3.914317643085915e-07,4.0,0.007225036808195376,538.2926857697294,1.1460861159612607e-12,79.85106369511345,1.5e-13,1.5075531653314,1,0,S3_f_peak,13.271536900000001,3981072000.0,12.92678,-13.95348,-1.0267,-0.6819431,-4.395467,0.0002483724,0.01384177,0.002482328,0.0003335045,0.6942007,1.113749,0.2676094,0.003612518,0.3977871,1.511537,0.013005066254751677,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
1031,9.008857944706209e-05,6.881775825244613e-07,2.0,0.0006960146142778867,630.5433579087564,1.702892235131374e-13,187.04698597526473,1.5e-13,1.320072569088425,1,0,S3_f_peak,3.784127999999999,19952620000.0,2.5848249999999995,-9.929234,-7.344409,-6.145106,-6.144642,0.0005590945,0.004717173,0.0008497459,2.474699e-05,0.6836032,1.224753,0.1299731,0.0003480096,0.5101528,1.734906,0.0012528263057001961,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
1032,8.752511848852567e-05,5.130658911617833e-07,2.0,0.0009054994183990626,77.04460288345847,2.850679498560416e-12,88.59123625753028,1.5e-13,1.1433180285883102,1,0,S3_f_peak,1.951701,19952620000.0,1.7185059999999996,-7.384455,-5.665949,-5.432754,-5.432479,0.0003159762,0.006217983,0.001151369,4.049138e-05,0.6656329,1.407335,0.1229967,0.0004527497,0.3525541,1.759889,0.0016298989531183126,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
1033,7.16664645137411e-05,3.170769699141607e-07,3.0,0.006643756515875729,70.05317085532943,1.0612196537162862e-12,51.6022501191027,1.5e-13,1.3429777388443345,1,0,S3_f_peak,2.9937300000000002,6918310000.0,1.7868310000000003,-6.087226,-4.300395,-3.093496,-4.773721,0.0002089682,0.01646972,0.002955268,0.000374195,0.6852066,1.296109,0.2100625,0.003321878,0.3324742,1.628583,0.011958761728576312,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
1034,7.352736166704531e-05,2.9000783211590985e-07,8.0,0.0005121453957055475,135.25022146070378,4.973213112351547e-12,303.1341981090034,1.5e-13,1.355204993882237,1,0,S3_f_peak,2.03653429,794328200.0,0.45719448999999995,0.05813171,0.5153262,2.094666,-9.073608,0.0002942568,0.004613438,0.0007717769,6.740482e-05,0.7528303,1.170747,0.08601251,0.0002560727,0.5516285,1.722376,0.0009218617122699856,0,0,0,S3_peaking,S3_f_peak,S3_f_peak
1035,2.4302770754173276e-05,8.621530976887922e-07,3.0,0.005506077603852194,55.74570358518768,2.3359229956623425e-12,172.50077260084186,1.5e-13,1.1654516243263588,1,0,S3_peaking,0.44322099999999987,1659587000.0,0.31688399999999994,-3.40834,-3.091456,-2.965119,-8.826914,0.0003905136,0.004639567,0.001452485,7.535742e-05,0.495678,1.641816,0.6115487,0.002753039,-0.316717,1.325098,0.00991093968693395,0,0,0,S3_peaking,S3_peaking,S3_peaking
1036,9.749821714872875e-05,1.885326742560411e-07,2.0,0.0016338036856345254,100.7739868180034,4.883379428624513e-13,63.068772399671786,1.5e-13,1.2147063882832763,1,0,S3_f_peak,2.191796,7244360000.0,0.9915599999999998,-6.577018,-5.585458,-4.385222,-6.460172,0.0002416997,0.01342574,0.001941583,0.0002750623,0.7381696,1.352813,0.07407952,0.0008169028,0.3956647,1.748478,0.002940846634142146,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
1037,9.539210152756951e-05,4.801087389453415e-07,3.0,0.0020825284681462285,88.57764439443625,2.1485769282738275e-13,282.29453856544444,1.5e-13,1.5225735083022902,1,0,S3_peaking,-4.1000000000401826e-05,10000000.0,-1.9769260000000002,5.305549,3.328623,5.305508,-5.417594,0.0002307681,0.01021257,0.001695339,0.000115675,0.7206665,0.8867994,0.16264,0.001041264,0.6192574,1.506057,0.0037485512426632113,0,0,0,S3_peaking,S3_peaking,S3_peaking
1038,5.641922113704413e-05,1.8892500961075627e-07,5.0,0.0007066338767510774,684.8874679461226,2.3492732307189395e-13,256.6001502824367,1.5e-13,1.3042379783449385,1,0,S3_f_peak,4.742792,3019952000.0,4.607522,-7.001184,-2.393662,-2.258392,-10.63931,0.0003733186,0.006054363,0.000879121,0.0001737273,0.7605763,1.219656,0.07828249,0.0003533169,0.4896821,1.709338,0.0012719409781519393,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
1039,3.939064446226123e-05,4.0437226137588623e-07,5.0,0.0022895693302175586,59.98067970733623,2.455057785613585e-13,455.33884553685,1.5e-13,1.4083889804901488,1,0,S3_peaking,-8.599999999958641e-05,10000000.0,-3.4852089999999993,7.570695,4.085486,7.570609,-9.028096,0.0002500886,0.006849081,0.001211531,0.0001292398,0.7142197,0.8698921,0.2252611,0.001144786,0.4088429,1.278735,0.004121224794391605,0,0,0,S3_peaking,S3_peaking,S3_peaking
1040,9.688244955416176e-05,4.017688742117293e-07,5.0,0.0028327166143311835,147.91034768565802,4.169452000924016e-13,441.29424191590493,1.5e-13,1.2944577482167503,1,0,S3_peaking,-6.800000000062312e-05,10000000.0,-2.381794,8.1211,5.739306,8.121032,-4.074708,0.0002157699,0.01289452,0.002288887,0.0002155931,0.6933286,0.769746,0.1655099,0.001416359,0.4052232,1.174969,0.0050988899057961305,0,0,0,S3_peaking,S3_peaking,S3_peaking
1041,9.970633253982632e-05,5.207898273134e-07,6.0,0.00585168696127229,133.719754773954,2.8160006123287858e-12,219.75600642064762,1.5e-13,1.23778825197877,1,1,,4.794736,1737801000.0,4.520263,3.201041,7.721304,7.995777,-1.229107,0.0001703123,0.01487357,0.002894828,0.0002547997,0.6530477,0.9111086,0.2521334,0.002925843,0.2459197,1.157028,0.010533036530290122,1,1,1,,,
1042,2.0544320097129946e-05,4.483834241693931e-07,3.0,0.0010761018342532024,913.2959957493318,1.7469478737505155e-13,116.41370285954896,1.5e-13,1.520658042178041,1,0,S3_f_peak,6.075040000000001,4570882000.0,5.246410000000001,-17.20219,-11.95578,-11.12715,-14.86341,0.0007041107,0.003305458,0.0005602913,4.022356e-05,0.7330916,1.228651,0.229719,0.000538051,0.5087127,1.737363,0.0019369833016557644,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
1043,6.110584105953397e-05,7.955444126274532e-07,6.0,0.0022580432557420893,802.5660889049625,9.112784430152617e-12,57.49678679276902,1.5e-13,1.1059639229736327,1,0,S3_f_peak,15.646002,19952620000.0,12.185925999999998,-21.04969,-8.863764,-5.403688,-5.398961,0.0003415977,0.00620332,0.001295998,4.132291e-05,0.6237206,1.579362,0.2695495,0.001129022,0.155721,1.735083,0.004064477860335761,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
1044,2.255569974833591e-05,1.6278360317417755e-07,4.0,0.0034843849157972532,229.52178766711648,1.6411562065074955e-13,334.6512005727404,1.5e-13,1.1037183222576028,1,0,S3_peaking,-2.6999999999777202e-05,10000000.0,-1.2337748,2.002135,0.7683602,2.002108,-8.156463,0.000277387,0.008984597,0.001513545,0.0004070611,0.7230558,1.115937,0.1844689,0.001742192,0.1010357,1.216973,0.006271892848435056,0,0,0,S3_peaking,S3_peaking,S3_peaking
1045,3.552559383337041e-05,1.9096204419185274e-07,5.0,0.000611793611670128,547.7594943199654,2.84074935644119e-12,544.1325377009712,1.5e-13,1.1820522819985717,1,0,S3_f_peak,6.5925617,660693400.0,3.2506257,-0.2395287,3.011097,6.353033,-11.98559,0.0002846395,0.004605961,0.000762768,0.0001295772,0.7510899,1.271777,0.09318889,0.000305897,0.361773,1.63355,0.0011012285010062303,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
1046,3.130315787688297e-05,2.8164390571653937e-07,5.0,0.0010949754331849942,201.76236628401207,3.882599429987359e-12,88.42779987517774,1.5e-13,1.3480782585916753,1,1,,4.090555999999999,1737801000.0,4.043450999999999,-10.77789,-6.734439,-6.687334,-11.59543,0.0003489277,0.00542093,0.000954727,7.776241e-05,0.7468659,1.316382,0.1528876,0.0005474908,0.4352046,1.751587,0.0019709557797329895,1,1,1,,,
1047,6.057656586446837e-05,2.6730252282633745e-07,7.0,0.0006485811255106385,377.403999171199,2.2916031251452977e-13,216.43687434335737,1.5e-13,1.521079444517042,1,0,S3_peaking,1.4968709999999996,3019952000.0,1.446949,-5.584021,-4.137072,-4.08715,-10.58874,0.0003937684,0.005353538,0.0008409662,8.611743e-05,0.7836068,1.06184,0.09688408,0.0003242906,0.6679714,1.729812,0.0011674460259191494,0,0,0,S3_peaking,S3_peaking,S3_peaking
1048,3.567785170965704e-05,1.927616532244122e-07,4.0,0.0005419868913322423,125.69013156449047,1.733655166400588e-12,116.29832499573902,1.5e-13,1.4709707655647997,1,0,S3_peaking,1.7359820000000008,2187762000.0,1.7215870000000004,-8.402753,-6.681166,-6.666771,-13.04905,0.0003789162,0.004366781,0.0006097982,0.0001308996,0.7851347,1.146826,0.08873748,0.000270994,0.6216577,1.768484,0.0009755764043980362,0,0,0,S3_peaking,S3_peaking,S3_peaking
1049,7.195707409479069e-05,4.0719932479666607e-07,5.0,0.00239590066801176,58.2630173950957,2.7298009615167904e-13,359.00939576595937,1.5e-13,1.532161820228803,1,0,S3_peaking,-6.100000000053285e-05,10000000.0,-2.7071940000000003,8.123742,5.416548,8.123681,-6.108846,0.0002119932,0.009984099,0.001653784,0.000174564,0.7318139,0.7782258,0.1781519,0.001197951,0.5916987,1.369925,0.004312621202421168,0,0,0,S3_peaking,S3_peaking,S3_peaking
1050,8.673492809946219e-05,2.552704537513241e-07,5.0,0.0006456764255718059,147.61384396800526,2.509622040249376e-12,54.36232022978278,1.5e-13,1.5497627165058274,1,0,S3_f_peak,3.404001000000001,4786301000.0,3.3252740000000003,-13.2498,-9.924526,-9.845799,-10.08971,0.0003631632,0.006151711,0.0009033858,0.0001301155,0.7705759,1.057421,0.08043138,0.0003228663,0.7250288,1.78245,0.0011622175660292505,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
1051,3.013112132554832e-05,4.258632721450424e-07,7.0,0.0017909457077183166,565.9641922944633,4.793212901930528e-12,179.3558269406987,1.5e-13,1.441073823532756,1,0,S3_f_peak,8.399167,912010800.0,7.851559,-9.452183,-1.600624,-1.053016,-10.23225,0.0003068298,0.005157955,0.0009088303,6.528506e-05,0.7225827,1.219533,0.2411101,0.0008954736,0.4198585,1.639392,0.00322370227389297,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
1052,2.720070280728377e-05,7.106859298620682e-07,7.0,0.001226123424548442,71.64817388399982,1.2787038882443155e-12,56.356067303473324,1.5e-13,1.12931566740837,1,0,S3_f_peak,3.3387400000000014,19952620000.0,0.6700700000000008,-16.09204,-15.42197,-12.7533,-12.7494,0.0006250407,0.003168824,0.0006467888,2.236688e-05,0.6440319,1.623457,0.2777139,0.0006130617,0.1419917,1.765449,0.0022070221641871954,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
1053,8.419663638180236e-05,1.7213175724770646e-07,4.0,0.0039317292345457285,102.3814713366438,1.33083743841936e-13,372.98641893515,1.5e-13,1.102569952510027,1,0,S3_peaking,-5.9999999999504894e-05,10000000.0,-2.777438,10.0664,7.288962,10.06634,-4.324005,0.000167133,0.02233971,0.003333865,0.0007087204,0.7299732,0.84138,0.1071214,0.001965865,0.2253792,1.066759,0.007077112622182312,0,0,0,S3_peaking,S3_peaking,S3_peaking
1054,7.19685577665411e-05,1.5994539089625597e-07,2.0,0.0008942127938705031,823.0341791772489,9.093489738450472e-12,302.443377062233,1.5e-13,1.466199826128391,1,0,S3_f_peak,12.821451,549540900.0,11.039318999999999,-6.012058,5.027261,6.809393,-7.810177,0.0001879768,0.008041155,0.0009285546,0.000242455,0.7906526,1.032636,0.06095739,0.0004471064,0.6321398,1.664776,0.0016095830289669056,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
1055,7.156614255423426e-05,1.6885192049700016e-07,5.0,0.0014953627107369782,576.3149728952271,3.67121182377921e-13,122.26162636141471,1.5e-13,1.4543925920825314,1,0,S3_f_peak,9.592187000000001,5011872000.0,8.187769000000001,-10.7665,-2.578731,-1.174313,-6.474315,0.0003057992,0.01152965,0.00139643,0.0003512087,0.7891899,1.107906,0.08067435,0.0007476814,0.6006816,1.708587,0.002691652879326561,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
1056,2.6434034065280214e-05,2.4257903569151324e-07,6.0,0.0006666758781972178,230.68801399073232,1.0554061327555986e-13,50.58203173214491,1.5e-13,1.2972454291896889,1,0,S3_f_peak,1.016020000000001,10471290000.0,0.2106899999999996,-17.59016,-17.37947,-16.57414,-17.13295,0.0007064898,0.004088449,0.0007262006,7.011775e-05,0.7575009,1.368048,0.1273898,0.000333338,0.4150908,1.783139,0.001200016580754992,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
1057,7.569902964252451e-05,1.924305491999916e-07,3.0,0.0011885113043107057,178.4606970611443,1.4544742778898332e-12,55.57789950198099,1.5e-13,1.1992116443219296,1,0,S3_f_peak,5.384200999999999,4365158000.0,5.121153,-11.43902,-6.317867,-6.054819,-8.463957,0.0002713888,0.009863776,0.001463663,0.000243112,0.7321468,1.375904,0.07718928,0.0005942576,0.3910675,1.766971,0.0021393203477592703,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
1058,7.33162641767739e-05,2.3859903891796765e-07,8.0,0.001568348459821047,124.55087687238955,1.7840953667585132e-13,275.1072875228337,1.5e-13,1.2754756849091369,1,0,S3_peaking,-3.399999999942338e-05,10000000.0,-1.6289129999999998,4.011786,2.382873,4.011752,-7.427653,0.0002398131,0.01071172,0.00182413,0.0002257068,0.7417404,1.161467,0.1144305,0.0007841743,0.4228005,1.584268,0.0028230272276778844,0,0,0,S3_peaking,S3_peaking,S3_peaking
1059,2.4002775291213324e-05,2.883006238841316e-07,4.0,0.0011197353970971824,828.7157504560772,9.000041828801764e-12,650.0128438099513,1.5e-13,1.411685050532681,1,0,S3_f_peak,9.6447808,316227800.0,4.7362278,-0.8991098,3.837118,8.745671,-11.78367,0.0002841987,0.004627455,0.000805458,8.274524e-05,0.7516345,0.9793088,0.1742937,0.0005598682,0.45677,1.436079,0.0020155237147749284,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
1060,9.561475807840438e-05,6.044004262515022e-07,2.0,0.005898140708091936,563.4129611705175,7.712632095086931e-12,209.18215793352667,1.5e-13,1.398279119756204,1,0,S3_f_peak,13.841307,912010800.0,13.01954,-6.097591,6.921949,7.743716,-1.015703,0.0001740229,0.01302252,0.002506359,0.0002526936,0.6583522,0.8268436,0.2778884,0.00294907,0.3562635,1.183107,0.010616653274565485,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
1061,6.60543611091752e-05,2.0206766221224303e-07,2.0,0.0005112427181245405,480.0447141795014,2.9884816333056296e-12,702.757521337637,1.5e-13,1.2048760560861254,1,0,S3_f_peak,5.723856,549540900.0,0.902037,2.900563,3.8026,8.624419,-10.39147,0.0002495744,0.00490502,0.0007346424,0.0001217814,0.7328626,1.193262,0.06547857,0.0002556223,0.4270969,1.620359,0.0009202368926241729,0,0,0,S3_nyq_boost,S3_f_peak,S3_f_peak
1062,4.6472749008839074e-05,1.9544162867015342e-07,6.0,0.0009731432794943942,451.4543150709237,3.179505230004721e-12,91.20581866469173,1.5e-13,1.1790544789372803,1,1,,8.794914000000002,1819701000.0,8.746316,-13.17021,-4.423894,-4.375296,-9.836013,0.0002918125,0.006981906,0.001162384,0.0001967441,0.7398104,1.402066,0.0995466,0.0004865717,0.3535547,1.75562,0.0017516579030899095,1,1,1,,,
1063,2.0136898145984073e-05,5.339728202379623e-07,1.0,0.0011440307795705469,315.33635204009806,2.7267573753218923e-13,787.6744442840975,1.5e-13,1.46935794545176,1,0,S3_peaking,-0.00018899999999977268,10000000.0,-4.870487,3.193253,-1.677234,3.193064,-13.88311,0.0004195663,0.00291187,0.0005251336,4.878015e-05,0.6891409,0.9047054,0.2533786,0.0005720158,0.4447327,1.349438,0.0020592554032269846,0,0,0,S3_peaking,S3_peaking,S3_peaking
1064,5.680486262783382e-05,4.51919359542537e-07,6.0,0.0024887537838038367,122.60661338138048,1.1546461995248392e-12,172.93121617713237,1.5e-13,1.5746564151862006,1,0,S3_peaking,1.9923587,2511886000.0,1.9923499,-1.011301,0.9810489,0.9810577,-6.168912,0.0002468895,0.00837426,0.001394644,0.0001200686,0.7359968,1.001311,0.2128857,0.001244377,0.5834979,1.584808,0.004479756810846907,0,0,0,S3_peaking,S3_peaking,S3_peaking
1065,4.770816774630957e-05,2.885379598408496e-07,6.0,0.004322976387452826,64.5407424300035,1.0580587360602937e-13,241.42283338771955,1.5e-13,1.3438207815904042,1,0,S3_peaking,-2.4999999999941735e-05,10000000.0,-1.3438989999999995,5.388743,4.044844,5.388718,-7.331646,0.0002053973,0.0117874,0.002140426,0.0002951588,0.7173923,0.9558684,0.2179064,0.002161488,0.322299,1.278167,0.007781357497415087,0,0,0,S3_peaking,S3_peaking,S3_peaking
1066,7.946395247739572e-05,2.480422779339669e-07,7.0,0.0009263092382244542,371.3279623271885,2.1321014572600023e-13,334.39736374061965,1.5e-13,1.2907031350250107,1,0,S3_peaking,0.23714739999999995,1737801000.0,0.11730679999999999,-0.5295852,-0.4122784,-0.2924378,-8.585277,0.0003203122,0.007779068,0.001289545,0.0001559655,0.7413941,1.171338,0.0933171,0.0004631547,0.4737838,1.645122,0.0016673566288040176,0,0,0,S3_nyq_boost,S3_peaking,S3_peaking
1067,9.380258307868419e-05,3.9267239872904486e-07,6.0,0.0011801754408302199,130.73953803701534,1.5326443521309133e-12,300.18034852781255,1.5e-13,1.2938785511460433,1,0,S3_peaking,1.6308799999999999,1445440000.0,0.9933460000000003,3.41295,4.406296,5.04383,-5.062871,0.0002335143,0.008208174,0.001419346,9.297104e-05,0.7084532,1.151218,0.1184382,0.0005900877,0.4716491,1.622867,0.002124315793494396,0,0,0,S3_peaking,S3_peaking,S3_peaking
